Title,Bedrooms,Bathrooms,Floor_no,Occupancy_status,Floor_area,City,Price_in_taka,Location
In The Fine Location Of South Monipur A 1000 Sq Ft Apartment Is All Set For Sale,2,2,2,vacant,1000,dhaka,4500000.00,"South Monipur, Mirpur"
"A Finely Built 1090 Sq Ft Flat Is Up For Sale In Ali And Nur Real Estate, Mohammadpur",3,3,3,vacant,1090,dhaka,6540000.00,"Ali And Nur Real Estate, Mohammadpur"
"Plan to move in this 1463 SQ FT flat which is up for sale in Mirpur, 2nd Colony",3,3,3,vacant,1463,dhaka,5852000.00,"2nd Colony, Mirpur"
A well-constructed 1650 SQ FT flat is for sale in Bochila,3,3,1,vacant,1650,dhaka,7500000.00,"Bochila, Mohammadpur"
A 1125 Sq Ft Flat Can Be Found In Dakshin Khan For Sale,3,2,3,vacant,1125,dhaka,4775000.00,"Faydabad, Dakshin Khan"
A Decent 1125 Sq Ft Flat Which Is Now For Sale In Dakshin Khan,3,2,3,vacant,1125,dhaka,4775000.00,"Faydabad, Dakshin Khan"
Nice Flat Of 1150 Sq Ft Can Be Found In Dakshin Khan To Sale,3,2,8,vacant,1150,dhaka,4870000.00,"Faydabad, Dakshin Khan"
This 2 Bedroom Home In Faydabad Is Up For Sale In A Wonderful Neighborhood,2,2,5,vacant,600,dhaka,2600000.00,"Faydabad, Dakshin Khan"
650 Sq. Ft. Residential Apartment Is On Sale In Mirpur Near Pallabi Police Station,2,2,5,vacant,650,dhaka,2200000.00,"Section 12, Mirpur"
Are you in hurry? No worries! You Can Take This 1250 Sq Ft Flat for Sale in East Shewrapara,3,3,4,vacant,1250,dhaka,9000000.00,"East Shewrapara, Mirpur"
Buy This 1250 Square Feet Apartment In Baitul Aman Housing Society,3,3,6,vacant,1250,dhaka,15000000.00,"Baitul Aman Housing Society, Adabor"
"A Rightly Planned 1350 Sq Ft Flat Is Found For Sale In East Hazipara, East Rampura",3,3,2,vacant,1350,dhaka,11000000.00,"East Rampura, Rampura"
"Dwell In This 1350 Sq Ft Flat Up For Sale In Mohammadpur, Katashur",3,3,9,vacant,1350,dhaka,9000000.00,"Katashur, Mohammadpur"
This 1250 Sq Ft Well Defined Flat Is Now Vacant To Sale In Pirerbag,3,3,8,vacant,1250,dhaka,7000000.00,"Pirerbag, Mirpur"
2500 Square Feet Flat For Sale In Bashundhara R-a,4,5,7,vacant,2500,dhaka,22500000.00,"Block K, Bashundhara R-A"
"Imagine A Spacious Flat That Comes With Your Affordability Yes This 2380 Sq Ft Beautiful Apartment Up For Sale In Bashundhara, Near Playpen School Junior Section Is Definitely That One.",4,5,1st,vacant,2380,dhaka,29000000.00,"Block D, Bashundhara R-A"
Best Location Mirpur | Spacious And Bright 3 Bedroom 1100 Sq Ft Apt. | For Sale,3,3,5,vacant,1100,dhaka,6100000.00,"Ahmed Nagar, Mirpur"
Promising Under-construction 1100 Sq Ft Apartment For Sale In Mirpur,3,3,4,vacant,1100,dhaka,6100000.00,"Ahmed Nagar, Mirpur"
"2500 SFT 4 bed Apartment is ready to sale in Bashundhara R-A, Dhaka",4,4,6,vacant,2500,dhaka,22500000.00,"Block K, Bashundhara R-A"
"1900 Sq Ft Apartment Is Ready For Sale In Adabor, Dhaka Housing Main Road",3,4,9,vacant,1900,dhaka,12350000.00,"Dhaka Housing Main Road, Adabor"
5000 Sq Ft Office Is Available To Sale In Kathalbagan With Satisfactory Price.,,,1,vacant,5000,dhaka,72500000.00,"Free School Street, Kathalbagan"
"Spacious 5000 Sq Ft Commercial Office For Sale In Free School Street Road, Kathalbagan, Dhaka",,,1,vacant,5000,dhaka,72500000.00,"Free School Street, Kathalbagan"
"1910 Sq Ft Commercial Space For Sale In Banasree, Block J",,,1,vacant,1910,dhaka,22920000.00,"Block J, Banasree"
Visit 1308 Sq Ft Residential Flat For Sale In Mirpur,3,3,1,vacant,1308,dhaka,6600000.00,"Section 2, Mirpur"
A Very Well Fitted 2268 Sq Ft Business Space Is Up For Sale In Dhanmondi,,,4,vacant,2268,dhaka,47000000.00,"Road No 5, Dhanmondi"
Here Is A Well Defined Flat Of 780 Sq Ft Waiting For Sale At Rupnagar R/A,2,2,1,vacant,780,dhaka,4000000.00,"Rupnagar R/A, Mirpur"
1515 Sq Ft Residential Apartment For Sale In Banasree Block G,3,4,9,vacant,1515,dhaka,12877500.00,"Block G, Banasree"
Spacious 2500 SFT Commercial Space For Sale In Banasree Block G,,,1,vacant,2500,dhaka,35000000.00,"Block G, Banasree"
Offering You A 1370 Sq Ft Flat For Sale In Mirpur-2,3,3,1,vacant,1370,dhaka,8500000.00,"Section 2, Mirpur"
"1260 Square Feet Flat Is Available For Sale In Bashundhara R-a, Block K",3,3,5,vacant,1260,dhaka,10710000.00,"Block K, Bashundhara R-A"
"Grab This 1500 Square Feet Flat Available For Sale In Bashundhara R-a, Block K",3,3,3,vacant,1500,dhaka,12750000.00,"Block K, Bashundhara R-A"
1750 Sq Ft Residential Flat For Sale In Uttara-12,3,3,2,vacant,1750,dhaka,19200000.00,"Sector 12, Uttara"
1750 Sq Ft Nice Flat For Sale In Uttara-12,3,3,1,vacant,1750,dhaka,19200000.00,"Sector 12, Uttara"
Offering You A 1070 Sq Ft Flat For Sale In Mohammadi Housing LTD,3,3,6,vacant,1070,dhaka,7490000.00,"Mohammadi Housing LTD., Mohammadpur"
A 970 Sq.Ft Apartment For sale Is All Set For You In East Bashabo Close To Agrani Bank Limited,3,2,6,vacant,970,dhaka,5000000.00,"East Bashabo, Bashabo"
Ready To Move in Dakshin Khan | 1475 SFT 3 bedroom Apt. | Well Maintained,3,3,9,vacant,1475,dhaka,8850000.00,"South Mollartek, Dakshin Khan"
There Is 3 Bedroom Apartment Up For Sale In The Location Of Adabor Near Baitul Aman Housing Society Jame Mosque.,3,2,1,vacant,900,dhaka,4000000.00,"Baitul Aman Housing Society, Adabor"
1260 Sft Well Maintained Apartment For Sale At Mirpur Dhaka,3,3,4,vacant,1260,dhaka,8000000.00,"Middle Monipur, Mirpur"
"1596 Sq Ft 3 Bed Apt. Is Available To Sale In Khilgaon, Dhaka",3,3,1,vacant,1596,dhaka,10374000.00,"Riazbag, Khilgaon"
Residential Apartment For Sale in Aftab Nagar | 1350 SFT Apt. | Well Maintained,3,3,2,vacant,1350,dhaka,10800000.00,"Block M, Aftab Nagar"
"1657 Square Feet Residential Flat With 3 Bedrooms For Sale In Uttara, Sector 18",3,3,2,vacant,1657,dhaka,10500000.00,"Sector 18, Uttara"
980 Sq Ft Apartment Is Ready For Sale At Uttar Badda,2,2,2,vacant,980,dhaka,4500000.00,"Uttar Badda, Badda"
Offering You A 1370 Sq Ft Flat For Sale In Uttar Badda,3,3,2,vacant,1370,dhaka,7800000.00,"Uttar Badda, Badda"
"1420 Sqft Residential Speace Is For Sale, 1st Colony, Mazar Road , Mirpur-1",3,3,2,vacant,1420,dhaka,10500000.00,"1st Colony, Mirpur"
"Get Ready To Buy This Ideally Maintained 2456 Sq Ft Apartment Located In Block K, Bashundhara R-A",4,4,8,vacant,2456,dhaka,22104000.00,"Block K, Bashundhara R-A"
"Get A Look At This Lovely Flat For Sale Featuring 2500 Sq Ft In Block K, Bashundhara R-A",4,4,8,vacant,2500,dhaka,22500000.00,"Block K, Bashundhara R-A"
Plan To Move In This 1599 Sq Ft Flat Which Is For Sale In Shahidbag,3,3,3,vacant,1599,dhaka,15990000.00,"Shahidbag, Malibagh"
Offering You 2100 Sq Ft Flat For Sale In Pirerbag,8,6,3,vacant,2100,dhaka,5460000.00,"Pirerbag, Mirpur"
Well Planned 1348 Sq Ft Flat For Sale In Aftab Nagar,3,3,1,vacant,1348,dhaka,11200000.00,"Block H, Aftab Nagar"
"Look At This Nice 2225 Sq Ft Flat Is Up For Sale At Block I, Bashundhara R/A",4,4,3,vacant,2225,dhaka,23500000.00,"Block I, Bashundhara R-A"
For Selling Purposes 2255 Square Feet Flat With 3 Balconies Is Available In Uttara-1,3,4,7,vacant,2255,dhaka,22000000.00,"Sector 1, Uttara"
A 3 Bedroom Apartment Is Up For Sale In Middle Monipur Near Monipur High School And College.,3,3,5,vacant,1200,dhaka,5400000.00,"Middle Monipur, Mirpur"
3 Bedroom Apartment Is For Sale In Middle Monipur Near Monipur High School And College.,3,3,6,vacant,1200,dhaka,5400000.00,"Middle Monipur, Mirpur"
Visit This Apartment For Sale In Middle Monipur Near Iqra International School,3,2,2,vacant,1100,dhaka,4950000.00,"Middle Monipur, Mirpur"
"A Nice Flat Of 1445 Sq Ft Is Ready For Sale In Kachukhet , Near Muslim Modern College",3,3,2,vacant,1445,dhaka,6936000.00,"Muslim Modern College Road, Kachukhet"
Visit This Apartment For Sale In West Shewrapara Near Baitun Noor Jame Masjid,3,3,4,vacant,1200,dhaka,5000000.00,"West Shewrapara, Mirpur"
"A Comfortably Planned Flat of 1,150 Sq. Ft. is up for Sale Now In Agargaon",3,2,8,vacant,1150,dhaka,6325000.00,"Kutum Goli, Agargaon"
In Agargaon 1150 SQ FT flat is available for sale which is now close to Momtaz Mansion Jame Masjid,3,2,3,vacant,1150,dhaka,6325000.00,"Kutum Goli, Agargaon"
1050 Sq.Ft And 3 Bedroom Apartment For Sale In Ibrahimpur Near Ibrahimpur Central Jame Masjid,3,3,1,vacant,1050,dhaka,3750000.00,"Srjani road, Ibrahimpur"
"At Joar Sahara, flat for Sale close to DBBL ATM",3,2,1,vacant,1200,dhaka,5500000.00,"Lichu Bagan Road, Joar Sahara"
Visit This Apartment For Sale In Kallyanpur Near Kallyanpur Kazi Office.,4,3,1,vacant,1650,dhaka,10000000.00,"Kallyanpur, Mirpur"
A Shop Is Up For Sale In Middle Badda Near IFIC Bank Limited.,,,,vacant,89,dhaka,3000000.00,"Middle Badda, Badda"
An Apartment Up For Sale At Pallabi Near To Pallabi Jhil Jame Mashjid,3,3,6,vacant,1850,dhaka,9800000.00,"Pallabi, Mirpur"
A 1420 Sq. Ft Brand New Apartment Which Is Up For Sale At Pallabi Near To Popular Hospital.,3,3,2,vacant,1420,dhaka,8200000.00,"Pallabi, Mirpur"
Welcome You A Cozy Apartment Placed In Mirpur Near Eastern Housing,2,2,4,vacant,850,dhaka,3300000.00,"Pallabi, Mirpur"
Beautiful And Well-constructed Flat Is Ready For Sale At Shahjadpur Nearby Shahjadpur Model Government Primary School,3,3,7,vacant,1475,dhaka,15550000.00,"Shahjadpur, Badda"
Impressive Flat Of 1375 Sq Ft Is Up For Sale In Shahjadpur Near Eidgah Mosque,3,3,4,vacant,1375,dhaka,14550000.00,"Shahjadpur, Badda"
Get Comfortable In A Flat For Sale In Paikpara Nearby Paikpara Jame Mosjid,3,2,1,vacant,1050,dhaka,4410000.00,"Paikpara, Mirpur"
"Create Your New Home In A Flat For Sale In Mirpur, Near Pallabi Mohila Degree College",2,2,2,vacant,905,dhaka,4072500.00,"Section 12, Mirpur"
We Have A Ready Flat For Sale In Mirpur Nearby Mirpur Adhunik Hospital,2,2,2,vacant,850,dhaka,3825000.00,"Section 12, Mirpur"
Get Comfortable In A Flat For Sale In Faydabad Nearby Faidabad Central Eidgah Maidan,2,2,2,vacant,600,dhaka,2880000.00,"Faydabad, Dakshin Khan"
1422 Sq Ft Residential Space Is For Sale At Badda,3,3,1,vacant,1422,dhaka,9811800.00,"Jagannathpur, Badda"
Your Desired 3-Bedroom Home In Uttar Badda Very Near To Sadhinata Sarani Ideal School Is Now Vacant For Sale,3,2,6,vacant,1200,dhaka,6050000.00,"Uttar Badda, Badda"
A Well Planned Apartment For Sale In Ashulia Near Baitul Aman Mosjid,3,3,3,vacant,1470,dhaka,7800000.00,"Ashulia, Savar"
Well Structured Flat for Sale in Badda close to Sahaba Jame Mosjid,3,3,8,vacant,1396,dhaka,9674000.00,"Merul Badda, Badda"
Cozy Apartment Is Up For Sale In Mirpur- 12 Nearby Agrani Bank Limited,3,3,5,vacant,1100,dhaka,6200000.00,"Section 12, Mirpur"
"Prominent Location And Splendid Outlook, This Open Floor Is Up For Sale In Mirpur Near To Life Aid Specialized Hospital Pvt. Ltd.",,,2,vacant,1700,dhaka,11600000.00,"East Monipur, Mirpur"
"Convenient Apartment Is Up For Sale In Shyamoli, Near Shyamoli Club Playground",3,3,9,vacant,1625,dhaka,11000000.00,"Ring Road, Shyamoli"
"In An Urban Location And Reasonable Price, This Flat Is For Sale In Nobodoy Housing Society.",2,2,2,vacant,900,dhaka,6500000.00,"Nobodoy Housing Society, Mohammadpur"
"Buy This 1465 Sq Ft Residential Flat In Mirpur, Pallabi",3,3,5,vacant,1465,dhaka,8600000.00,"Pallabi, Mirpur"
A Very Well-fitted Home Is Here Sited At Uttara Near Uttara 15 Number Sector Central Jame Mosjid Featuring 1600 Sq Ft Space For Sale.,3,3,2,vacant,1600,dhaka,12000000.00,"Sector 15, Uttara"
A 1180 Square Ft Residential Apartment For Sale At Borobag -Mirpur 2.,3,3,4,vacant,1180,dhaka,6490000.00,"Section 2, Mirpur"
"1215 Square Feet Apartment Is Ready For Sale At Ranavola, Turag",3,3,6,vacant,1215,dhaka,7500000.00,"Ranavola, Turag"
A Vacant Flat Of 800 Sq Ft Located In Paikpara Close To Delta Hospital Is Up For Sale.,2,2,6,vacant,800,dhaka,4000000.00,"Ahmed Nagar, Mirpur"
We Are Offering You This 785 Sq Ft Ready Flat For Sale In Uttara-4,2,2,5,vacant,785,dhaka,8250000.00,"Sector 4, Uttara"
"1800 Square Feet Flat Is Available For Sale In Bashundhara R-a, Block J",3,3,8,vacant,1800,dhaka,16000000.00,"Block J, Bashundhara R-A"
Reasonable 1700 SQ FT flat is available for sale in Mohammadpur,3,3,5,vacant,1700,dhaka,18500000.00,"Ring Road, Mohammadpur"
Let Us Help You To Buy This 1125 Sq Ft Apartment Which Is Now Available In Mirpur DOHS,3,3,3,vacant,1125,dhaka,9500000.00,"Mirpur DOHS, Mirpur"
Uncover Your Place In A 1200 Sq Ft Structurally Well Built House For Sale In Mirpur DOHS,3,2,6,vacant,1200,dhaka,11500000.00,"Mirpur DOHS, Mirpur"
Uncover Your Place in a 1000 Sq Ft Structurally Well Built House for Sale in Shantinagar,2,2,1,vacant,1000,dhaka,7500000.00,"Shantinagar Bazar Rd, Shantinagar"
"In The Suitable Location of Shantinagar, an Eye-catching Flat of 1150 Sq Ft Is Up For Sale",3,2,1,vacant,1150,dhaka,9000000.00,"Shantinagar Bazar Rd, Shantinagar"
800 Sq Ft Flat Is Now For Sale In West Ahmed Nagar,2,2,3,vacant,800,dhaka,4000000.00,"Ahmed Nagar, Mirpur"
New with a view – 1000 SQ FT Flat for Sale in West Shewrapara,3,2,1,vacant,1000,dhaka,6000000.00,"West Shewrapara, Mirpur"
Deal With This 1030 Sq Ft Apartment For Sale In Mirpur-7,3,2,6,vacant,1030,dhaka,6000000.00,"Section 7, Mirpur"
At Mirpur Flat For Sale Close To Prince Bazar,3,3,9,vacant,1250,dhaka,6700000.00,"Section 1, Mirpur"
"1105 Square Feet Flat Is Waiting For Sale At Begum Rokeya Sharani, East Kazipara",3,3,7,vacant,1105,dhaka,7500000.00,"East Kazipara, Mirpur"
A 2374 Square Feet Residential Apartment For Sale At Bashundhara R-A Close To Sunflower School And College.,3,3,2,vacant,2374,dhaka,26500000.00,"Block A, Bashundhara R-A"
"Live Pleasantly In This 970 Sq Ft Apartment For Sale In East Kazipara, Mirpur",2,2,1,vacant,970,dhaka,4000000.00,"East Kazipara, Mirpur"
Buy This 1239 Sq Ft Flat With 3 Bedrooms For Sale In Uttara-12,3,3,6,vacant,1239,dhaka,11000000.00,"Sector 12, Uttara"
"1040 Sq Ft Apartment With 2 Bedrooms For Sale In Section 15, Mirpur",2,2,5,vacant,1040,dhaka,6200000.00,"Section 15, Mirpur"
"View This 1350 Sq Ft Residential Flat For Sale In Mirpur, Middle Monipur",3,3,1,vacant,1350,dhaka,8500000.00,"Middle Monipur, Mirpur"
1660 Sq Ft Decent Flat With 3 Bedrooms For Sale In Uttara-12,3,3,1,vacant,1660,dhaka,10500000.00,"Sector 12, Uttara"
"Take A Look At This 1497 Sq Ft Apartment For Sale In Agargaon, Taltola",4,4,1,vacant,1497,dhaka,9500000.00,"Taltola, Agargaon"
"5 Katha Plot is now available for sale in Purbachal, Sector 15",,,,vacant,3600,dhaka,55000000.00,"Sector 15, Purbachal"
"Grab This 1360 Sq Ft Apartment For Sale In Pallabi, Mirpur",3,3,3,vacant,1360,dhaka,13900000.00,"Pallabi, Mirpur"
"This Comfy Flat Is Vacant Right Now For Sale In East Kazipara, Which Is 1360 Sq Ft",3,3,1,vacant,1360,dhaka,8000000.00,"East Kazipara, Mirpur"
A Nicely Constructed Apartment Of 2220 Sq Ft Is Available Right Now For Sale In Bashundhara R-a,4,5,2,vacant,2220,dhaka,24000000.00,"Block F, Bashundhara R-A"
"Have A Look At This 1100 Sq Ft Property Which Is Up For Sale Located At Section 12, Mirpur",3,3,9,vacant,1100,dhaka,6500000.00,"Section 12, Mirpur"
"Get Comfortable In A 930 Sq Ft Nice Flat For Sale In Middle Monipur, Mirpur",2,2,7,vacant,930,dhaka,5500000.00,"Middle Monipur, Mirpur"
"2250 Square Ft Residential Apartment For Sale At Bashundhara R-A, Block B",3,4,6,vacant,2250,dhaka,21500000.00,"Block B, Bashundhara R-A"
"A Comfortable 1238 Sq Ft Flat Is Here For Sale In Lake Circus Road, Kalabagan",3,3,1,vacant,1238,dhaka,11000000.00,"Lake Circus Road, Kalabagan"
"Check This Fine Looking Flat Of 1700 Sq Ft Offered For Sale In Block F, Banasree",3,3,3,vacant,1700,dhaka,15000000.00,"Block F, Banasree"
Buy This 1120 Sq Ft Apartment In The Flourishing Settlement Of Kallyanpur,3,3,7,vacant,1120,dhaka,6000000.00,"Kallyanpur, Mirpur"
"Let Us Assist You To Buy This 1150 Sq Ft Apartment Mirpur, Kallyanpur",3,3,1,vacant,1150,dhaka,6000000.00,"Kallyanpur, Mirpur"
"We Are Presenting You With This 1200 Sq Ft Apartment For Sale In North Pirerbag, Mirpur",3,3,6,vacant,1200,dhaka,6000000.00,"Pirerbag, Mirpur"
"Grab This 1635 Sq Ft Beautiful Apartment For Sale In Ahmed Nagar, Paikpara",3,4,5,vacant,1635,dhaka,9000000.00,"Ahmed Nagar, Mirpur"
We Are Offering To You This 1445 Sq Ft Lovely Flat For Sale In Banasree,3,3,4,vacant,1445,dhaka,13000000.00,"Block B, Banasree"
"Buy This Beautiful 1350 Sq Ft Ready Flat In Dakshin Khan, Sobur Khan Road",3,3,9,vacant,1350,dhaka,6500000.00,"Sobur khan Road, Dakshin Khan"
"At Ibrahimpur , This 1115 Square Ft. Nice Flat Is Up For Sale Within Your Affordability.",3,2,4,vacant,1115,dhaka,5800000.00,"Kamal Khan Road, Ibrahimpur"
4.35 Katha Residential Plot Is For Sale In In Ashulia,,,,vacant,3132,dhaka,27000000.00,"Ashulia, Savar"
1000 Sq Ft Flat With 2 Bedrooms Is Up For Sale In Dakshin Khan,2,2,4,vacant,1000,dhaka,6000000.00,"East Azampur, Dakshin Khan"
"Available At Bashundhara R-A, Block L A 1550 Square Feet And 3 Bedroom Residential Apartment For Sale.",3,3,1,vacant,1550,dhaka,12000000.00,"Block L, Bashundhara R-A"
Covering 975 Sq Ft Space A Flat Is Up For Sale In Bochila,3,2,9,vacant,975,dhaka,4000000.00,"Bochila, Mohammadpur"
"A 2440 Sq Ft Flat Is Up For Sale In A Well Secured Location Of Block H, Bashundhara R/A",4,4,8,vacant,2440,dhaka,25400000.00,"Block H, Bashundhara R-A"
2700 Square Feet Apartment Is Ready For Sale In Banani Dohs,3,3,5,vacant,2700,dhaka,67500000.00,"Road No 2, Banani DOHS"
2700 Square Feet Great Apartment For Sale In Banani Dohs,3,3,5,vacant,2700,dhaka,67500000.00,"Road No 2, Banani DOHS"
"Offering You A 1250 Sq Ft Nice Flat For Sale In Nobodoy Housing Society, Mohammadpur",3,3,8,vacant,1250,dhaka,7500000.00,"Nobodoy Housing Society, Mohammadpur"
1600 Sq Ft Apartment With 3 Bedrooms For Sale In Aftab Nagar,3,3,8,vacant,1600,dhaka,14400000.00,"Block C, Aftab Nagar"
"Get This Well Defined 1600 Sq Ft Flat For Sale In Tajmahal Road, Mohammadpur",3,3,3,vacant,1600,dhaka,19200000.00,"Tajmahal Road, Mohammadpur"
"Choose This 1550 Sq Ft Apartment Ready For Sale In Aftab Nagar, Block A",3,3,7,vacant,1550,dhaka,11500000.00,"Block A, Aftab Nagar"
"2187 Square Feet Apartment For Sale In Mohammadpur, Iqbal Road",4,4,4,vacant,2187,dhaka,39366000.00,"Iqbal Road, Mohammadpur"
"1500 Sq Ft Amazing Flat For Sale In West Rampura, Mohanagar Housing",3,3,7,vacant,1500,dhaka,12000000.00,"West Rampura, Rampura"
"15120 Sq Ft Full Building Is Ready To Be Sold In Banasree, Block F",7,8,1,vacant,15120,dhaka,85000000.00,"Block F, Banasree"
"Feel Satisfied Living In This 1227 Sq Ft Flat In Bashabo, Madartek",3,3,4,vacant,1227,dhaka,5800000.00,"Madartek, Bashabo"
Buy This Amazing 1150 Square Feet Apartment In Mirpur,3,3,6,vacant,1150,dhaka,6000000.00,"West Shewrapara, Mirpur"
"Buy This 600 Square Feet Apartment In Mirpur, West Shewrapara",2,1,4,vacant,600,dhaka,2000000.00,"West Shewrapara, Mirpur"
"Start a new home, in this 1050 SQ FT apartment for sale in Dakkhin Paikpara",3,2,3,vacant,1050,dhaka,4500000.00,"Paikpara, Mirpur"
This Small 550 Square Feet Commercial Floor For Sale Very Close To Kuril Kazibari Jame Mosjid,,,1,vacant,550,dhaka,8000000.00,"Pragati Soroni, Kuril"
Let Us Assist You To Buy This 1300 Sq Ft Flat For The Relaxing Life You Desire To Have In The Area Of Mirpur,3,3,1,vacant,1300,dhaka,6500000.00,"Dakkhin Paikpara, Mirpur"
This 2150 Sq.Ft Spacious Apartment Which Is Up For Sale At Dhanmondi Near By National Bank Limited.,3,3,5,vacant,2150,dhaka,23500000.00,"Road No 9A, Dhanmondi"
"At Uttar Khan, 1335 Sq Ft Flat Is Available For Sale",3,3,4,vacant,1335,dhaka,6007500.00,"Puran Para, Uttar Khan"
"1186 Square Feet And 3 Bedroom Residential Apartment For Sale At Puran Para, Uttar Khan .",3,3,5,vacant,1186,dhaka,5337000.00,"Puran Para, Uttar Khan"
Wonderful 895 SQ FT home is available for sale in Agargaon,2,2,7,vacant,895,dhaka,5500000.00,"West Agargaon, Agargaon"
Affordableble 765 Sq Ft Apartment Is Up For Sale In West Agargaon,2,2,3,vacant,765,dhaka,5207500.00,"West Agargaon, Agargaon"
"An Adequate Residence Is up For Sale In Section 11, Mirpur With Satisfactory Price",2,2,2,vacant,750,dhaka,4000000.00,"Section 11, Mirpur"
"750 Sq Ft Apartment Is Available For Sale At Section 11, Mirpur",2,2,2,vacant,750,dhaka,4000000.00,"Section 11, Mirpur"
In Mirpur this flat is up for sale which is 930 SQ FT,3,3,4,vacant,930,dhaka,3900000.00,"2nd Colony, Mirpur"
An Amazing 1542 Sq.ft -3 Bedroom Apartment Is Up For Sale In Shah Ali Bag .,3,3,7,vacant,1542,dhaka,8500000.00,"Section 1, Mirpur"
Evaluate This 650 Square Feet Apartment For Sale In Mirpur,2,2,5,vacant,650,dhaka,2400000.00,"Section 11, Mirpur"
"Buy This Nice Flat Of 1250 Sq Ft, Which Is Located At Darussalam, Mirpur",3,3,8,vacant,1250,dhaka,6250000.00,"Darussalam, Mirpur"
"Obtain This Well Fitted Flat Of 1250 Sq Ft Which Is Up For Sale In Darussalam, Mirpur",3,2,4,vacant,1250,dhaka,6250000.00,"Darussalam, Mirpur"
"See This 3 Bedroom Smartly Priced Apartment Which Is Up For Sale In North Ibrahimpur, That You Should Check.",3,3,3,vacant,1600,dhaka,9500000.00,"North Ibrahimpur, Ibrahimpur"
1275 Sq.Ft. Apartment Available For Sale In North Manikdi,3,3,3,vacant,1275,dhaka,5737500.00,"Manikdi, Cantonment"
"Ready 875 SQ FT flat is now for sale in Mirpur, Block E",2,2,6,vacant,875,dhaka,4000000.00,"Section 1, Mirpur"
"At Mirpur, 3200 Sq Ft Well Fitted Full Building For Commercial Purpose Is Ready To Sale",,,6,vacant,3200,dhaka,20000000.00,"Section 1, Mirpur"
Offering you 1300 SQ FT flat for sale in Mirpur near to Paikpara Jame Masjid,3,3,4,vacant,1300,dhaka,6500000.00,"Middle Paikpara, Mirpur"
