Title,Bedrooms,Bathrooms,Floor_no,Occupancy_status,Floor_area,City,Price_in_taka,Location
"Buy This 1175 Sq Ft Flat With Nice Balconies, Located In 9 No. North Pahartali Ward",3,3,6,vacant,1175,chattogram,5875000.00,"West Khulshi R/A, 9 No. North Pahartali Ward"
Well-constructed 1739 Sq Ft Flat Is Now Offering To You In West Khulshi R/a For Sale,3,3,4,vacant,1739,chattogram,8695000.00,"West Khulshi R/A, 9 No. North Pahartali Ward"
"Take The Decision Of Buying This 1440 Sq Ft Flat In Bayazid, Hill View R/a",3,3,2,vacant,1440,chattogram,6192000.00,"Hill View R/A, Bayazid"
Get This 555 Sq Ft Commercial Shop Ready For Sale At 22 No. Enayet Bazaar Ward,,,,vacant,555,chattogram,35000000.00,"Jubilee Road, 22 No. Enayet Bazaar Ward"
Visit This Apartment For Sale In Kattali Near Uttar Kattali Alhaj Mostafa-hakim Degree College,3,3,1,vacant,1200,chattogram,5400000.00,"City Gate, 10 No. North Kattali Ward"
See This Office Space For Sale Located In CDA Avenue Near To Bangladesh Mahila Samity Girls&#039; High School and College,,,5,vacant,4000,chattogram,20000000.00,"CDA Avenue, East Nasirabad"
This 3 Bedroom Apartment Is For Sale At Firingee Bazaar Near Firingee Bazaar Masjid,3,3,1,vacant,1235,chattogram,6175000.00,"Kobi Kazi Nazrul Islam Road, 33 No. Firingee Bazaar Ward"
An Apartment Which Is Up For Sale At Firingee Bazaar Near To Firingee Bazaar Masjid,2,2,4,vacant,1003,chattogram,5000000.00,"Kobi Kazi Nazrul Islam Road, 33 No. Firingee Bazaar Ward"
Visit This Apartment For Sale In Firingee Bazaar Near Bridge Ghat Baitur Riduan Jame Masjid.,3,3,1,vacant,1103,chattogram,5515000.00,"Kobi Kazi Nazrul Islam Road, 33 No. Firingee Bazaar Ward"
A Shop Is Up For Sale In Nandan Kanan Near Aparna Charan City Corporation Girl&#039;s High School &amp; College.,,,5,vacant,852,chattogram,3500000.00,"Nandan Kanan, 22 No. Enayet Bazaar Ward"
Offering you 890 SQ FT flat for sale in Ali Nagar,2,2,5,vacant,890,chattogram,3000000.00,"Ali Nagar, Bayazid"
This 1320 Sq Ft Convenient Apartment Is Ready For Sale At 26 No. North Halishahar Ward,3,3,5,vacant,1320,chattogram,5544000.00,"26 No. North Halishahar Ward, Halishahar"
This 1270 Sq Ft Amazing Apartment Is Ready For Sale At 26 No. North Halishahar Ward,3,3,6,vacant,1270,chattogram,5334000.00,"26 No. North Halishahar Ward, Halishahar"
This 1270 Sq Ft Decent Apartment Is Ready For Sale At 26 No. North Halishahar Ward,3,3,7,vacant,1270,chattogram,5334000.00,"26 No. North Halishahar Ward, Halishahar"
"Let Us Assists You To Buy This 1607 Sq Ft Flat In 16 No. Chawk Bazaar Ward, Percival Hill Road",3,3,5,vacant,1607,chattogram,13000000.00,"Chawk Bazar, 16 No. Chawk Bazaar Ward"
Brand New Apartment Of 982 Sq Ft Is Available For Sale In 9 No. North Pahartali Ward,3,3,7,vacant,982,chattogram,3928000.00,"Akbarshah, 9 No. North Pahartali Ward"
Select Your Next Residing Place At This Nice Flat Of 805 Sq Ft In 9 No. North Pahartali Ward,2,2,7,vacant,805,chattogram,3220000.00,"Akbarshah, 9 No. North Pahartali Ward"
For Selling Purpose This 1102 Sq.Ft Flat Is Now Vacant In 9 No. North Pahartali Ward.,3,3,1,vacant,1102,chattogram,4408000.00,"Akbarshah, 9 No. North Pahartali Ward"
"1250 Sq Ft Flat For sale At Bayazid, Polytechnic",3,3,6,vacant,1250,chattogram,6000000.00,"Polytechnic, Bayazid"
An Apartment Which Is Up For Sale At Proshanti R/A Near To Proshanti Jame Masjid,3,3,2,vacant,1120,chattogram,5040000.00,"Proshanti R/A, 10 No. North Kattali Ward"
"1300 Sq Ft Apartment For Sale In Chandra Nagar, Near Abu Darda Jamgee Masjid",3,2,1,vacant,1300,chattogram,5800000.00,"Chadra Nagar, Bayazid"
Visit This Apartment For Sale In Hamjarbag Near Gausia Huq Bhandari Khankah Sharif.,3,3,7,vacant,1300,chattogram,8200000.00,"Hamjarbag, 7 No. West Sholoshohor Ward"
At 15 No. Bagmoniram Ward 2961 Sq Ft Ready Flat For Sale,4,4,2,vacant,2961,chattogram,29500000.00,"Mehidibag Road, 15 No. Bagmoniram Ward"
Reasonable 1336 SQ FT flat is available for sale in 9 No. North Pahartali Ward,3,3,2,vacant,1336,chattogram,6680000.00,"West Khulshi R/A, 9 No. North Pahartali Ward"
"Great News! In The Suitable Location Of Sholokbahar, An Eye-catching Flat Of 1000 Sq Ft Is Up For Sale",3,2,7,vacant,1000,chattogram,5500000.00,"Badurtala, Sholokbahar"
"Tastefully Designed This Apartment Is Now Vacant For Sale In O.r Nizam Road, Panchlaish",3,3,2,vacant,1672,chattogram,13300000.00,"O. R Nizam Road, Panchlaish"
This 1250 Sq. Ft Apartment Is Ready To Sale In A Satisfactory Placement Like West Khulshi R/a .,3,3,1,vacant,1250,chattogram,6500000.00,"West Khulshi R/A, 9 No. North Pahartali Ward"
At Chaw Bazar 1592 Square Feet Residential Apartment For Sale,3,3,1,vacant,1592,chattogram,8560000.00,"Munshi Pukur Par, 16 No. Chawk Bazaar Ward"
View This 1650 Sq Ft Apartment Ready For Sale In Khulshi,3,3,7,vacant,1650,chattogram,9675000.00,"Yakub Future Park Housing, Khulshi"
"For You, 1200 Sq Ft Flat Is Now For Sale In 4 No Chandgaon Ward",2,3,1,vacant,1200,chattogram,7500000.00,"Chandgaon Residential Area, 4 No Chandgaon Ward"
Close To East Madarbari City Corporation Girls High School A 1270 Square Feet Residential Apartment For Sale.,3,3,3,vacant,1270,chattogram,6604000.00,"Majhirghat Road, 30 No. East Madarbari Ward"
"Apartment Of 1350 Sq Ft For Sale In Bangla Bazar, Bayazid",3,3,1,vacant,1350,chattogram,6000000.00,"Bangla Bazar, Bayazid"
A Convenient 2252 Sq Ft Residential Flat Is Prepared To Be Sold At 31 No. Alkoron Ward,4,4,1,vacant,2252,chattogram,11260000.00,"Alkaran Road, 31 No. Alkoron Ward"
Completely Suitable And Ready Flat Of 1350 Sq Ft Is Up For Sale In New Monsurabad,3,3,1,vacant,1350,chattogram,6831000.00,10 No. North Kattali Ward
A Well-constructed 2500 Sq Ft Flat Is For Sale In 31 No. Alkoron Ward,4,5,8,vacant,2500,chattogram,17500000.00,"Alkaran Road, 31 No. Alkoron Ward"
Nasirabad Is Offering You A 2540 Sq Ft Apartment For Sale,4,5,8,vacant,2540,chattogram,29210000.00,"Nasirabad, 15 No. Bagmoniram Ward"
Pursue This 2530 Sq Ft Apartment For Sale In 15 No. Bagmoniram Ward,4,5,8,vacant,2530,chattogram,29095000.00,"Nasirabad, 15 No. Bagmoniram Ward"
View This 2622 Sq Ft Apartment Set To Sale In Nasirabad,4,5,7,vacant,2622,chattogram,30153000.00,"Nasirabad, 15 No. Bagmoniram Ward"
"Explore This 2530 Sq Ft Apartment for Sale in 15 No. Bagmoniram Ward, Chattogram",4,5,7,vacant,2530,chattogram,29095000.00,"Nasirabad, 15 No. Bagmoniram Ward"
A Beautiful Ready Flat With 3 Bedrooms Is Available For Sale At 16 No. Chawk Bazaar Ward,3,4,2,vacant,1760,chattogram,16000000.00,"Panchlaish Residential Area, 16 No. Chawk Bazaar Ward"
"When Location, And Convenience Is Your Priority This 3 Bedroom Flat Is For You In Somobay Residential Area-bayazid .",3,3,2,vacant,1433,chattogram,7800000.00,"Somobay Residential Area, Bayazid"
You Would Love To Stay In This 1870 Sq Ft Flat Up For Sale In East Nasirabad,3,3,2,vacant,1870,chattogram,13500000.00,"CDA Avenue, East Nasirabad"
In 16 No. Chawk Bazaar Ward 1595 SQ FT flat is available for sale,3,3,5,vacant,1595,chattogram,11000000.00,"Chawk Bazar, 16 No. Chawk Bazaar Ward"
Property In West Khulshi R/A – 815 Sq Ft Flat For Sale.,2,2,5,vacant,815,chattogram,3600000.00,"West Khulshi R/A, 9 No. North Pahartali Ward"
"A Nicely Planned 1050 Sq Ft Flat Is Up For Sale In Ashkar Dighir Par, Jamal Khan",3,3,4,vacant,1050,chattogram,7000000.00,"Ashkar Dighir Par, Jamal Khan"
Evaluate This 8000 Sq Ft Full Building Up For Sale At Bayazid,22,10,1,vacant,8000,chattogram,29500000.00,"Oxygen, Bayazid"
Visit This 150 Sq Ft Commercial Shop For Sale In Kazirhat,,,1,vacant,150,chattogram,3300000.00,"Mohara, 4 No Chandgaon Ward"
Take a Look at This 146 Sq Ft shop for sale in Chandgaon,,,1,vacant,146,chattogram,2920000.00,"Mohara, 4 No Chandgaon Ward"
Take a Look at This 118 Sq Ft shop for sale in Chandgaon,,,1,vacant,118,chattogram,2360000.00,"Mohara, 4 No Chandgaon Ward"
This 2 Bedroom Flat In Cosmopolitan R/A With A Convenient Price Is Up For Sale,2,2,4,vacant,1120,chattogram,6720000.00,"Cosmopolitan R/A, 7 No. West Sholoshohor Ward"
Visit This 1480 Sq Ft Flat For Sale In Pahartali,3,3,2,vacant,1480,chattogram,6660000.00,"12 No. Sarai Para Ward, Double Mooring"
"This 1685 Sq Ft Apartment To Sale In Ghat Farhat Beg, Bakalia",3,3,2,vacant,1685,chattogram,9267500.00,"Dewan Bazar, Bakalia"
"1500 Sq Ft Apartment To Sale In Khalifa Potty, Bakalia",3,3,1,vacant,1500,chattogram,8250000.00,"Dewan Bazar, Bakalia"
1685 Sq Ft Apartment To Sale In Bakalia Near Majid Sawdagor Masjid,3,3,1,vacant,1685,chattogram,9267500.00,"Dewan Bazar, Bakalia"
1250 Sq Ft Flat Is Now To Sell Which Is In Double Mooring Near To Dbbl Atm,3,3,4,vacant,1250,chattogram,5000000.00,"12 No. Sarai Para Ward, Double Mooring"
"Lovely Apartment Of 1262 Sq Ft Is Up For Sale In Dewan Bazar, Bakalia",3,3,7,vacant,1262,chattogram,5679000.00,"Dewan Bazar, Bakalia"
"An Amazing 1302 Sq Ft Apartment Is Up For Sale And All Set For You To Settle In Bakalia, Chattogram",3,3,7,vacant,1302,chattogram,5859000.00,"Dewan Bazar, Bakalia"
Grab A 1302 Sq Ft Apartment For Sale At Dewan Bazar,3,3,6,vacant,1302,chattogram,5859000.00,"Dewan Bazar, Bakalia"
1310 Sq. Ft Apartment For Sale In Mayor Goli Near Amin Jute Mills Limited,3,3,9,vacant,1310,chattogram,5500000.00,"Mayor Goli, 7 No. West Sholoshohor Ward"
"Look Into This 1262 Sq Ft Flat For Sale, Is Located In Dewan Bazar.",3,3,4,vacant,1262,chattogram,5679000.00,"Dewan Bazar, Bakalia"
Have A Look At This 1253 Sq Ft Property Which Is Up For Sale Located At Dewan Bazar,3,3,2,vacant,1253,chattogram,5638500.00,"Dewan Bazar, Bakalia"
"Good-looking Flat Is Vacant For Sale In Dewan Bazar, Which Is 1253 Sq Ft",3,3,1,vacant,1253,chattogram,5638500.00,"Dewan Bazar, Bakalia"
1186 Sq Ft Apartment To Sale In Bakalia Close To Kazem Ali School and College,3,3,4,vacant,1186,chattogram,5337000.00,"Dewan Bazar, Bakalia"
A 1450 Sq.Ft Residential Apartment For Sale At 9 No. North Pahartali Ward,3,3,4,vacant,1450,chattogram,7500000.00,"Rose Valley Residential Area, 9 No. North Pahartali Ward"
"14,400 Sq Ft Residential Full Building Is Up For Sale In North Pahartali Ward",20,10,1,vacant,14400,chattogram,55000000.00,"Lake Valley R/A, 9 No. North Pahartali Ward"
This 3888 Sq Ft Full Building Is Ready To Sale At Halishahar,7,8,,vacant,3888,chattogram,12000000.00,"38 No. South Middle Halishahar, Halishahar"
Luxurious Residential Apartment For Sale Of 2250 Sq Ft At Lal Khan Bazaar,3,3,1,vacant,2250,chattogram,29000000.00,"14 No. Lalkhan Bazaar Ward, Lal Khan Bazaar"
100 Sq Ft Commercial Shop Is Ready For Sale At Reazuddin Bazar,,,,vacant,100,chattogram,3800000.00,"Reazuddin Bazar, 31 No. Alkoron Ward"
This Shop Is Up For Sale In Bandartila Near Bandartila Bus Stop,,,1,vacant,163,chattogram,4575000.00,"39 No. South Halishahar Ward, Halishahar"
"In Halishahar Near Navy Hospital, A 161 Sq. Ft Shop Is Vacant For Sale.",,,1,vacant,161,chattogram,4525000.00,"39 No. South Halishahar Ward, Halishahar"
Take a Look at This 122 Sq Ft shop for sale in Halishahar Near To Halishahar Thana,,,1,vacant,122,chattogram,3550000.00,"39 No. South Halishahar Ward, Halishahar"
Set Up Your New Office In The Busiest Location Of Sheikh Mujib Road As An Office Space Is Prepared To Be Sale Nearby Bangladesh Small &amp; Cottage Industry Corporation.,,,11,vacant,5525,chattogram,71825000.00,"Sheikh Mujib Road, Double Mooring"
Visit This Apartment For Sale In Halishahar Near Khalpar Mosque,3,3,8,vacant,1645,chattogram,7731500.00,"26 No. North Halishahar Ward, Halishahar"
"An Apartment Up For Sale Is Located At Halishahar, Near To Halisahar Cantonment Public School &amp; College.",3,2,9,vacant,1224,chattogram,5100000.00,"26 No. North Halishahar Ward, Halishahar"
"An Apartment Up For Sale Is Located At Lal Khan Bazaar , Near To Lalkhan Bazar Jame Mosjid.",3,3,8,vacant,1400,chattogram,7500000.00,"14 No. Lalkhan Bazaar Ward, Lal Khan Bazaar"
"This Constructed Flat For Sale In Lal Khan Bazaar , Near By Sun Shine School.",3,3,7,vacant,1372,chattogram,7200000.00,"14 No. Lalkhan Bazaar Ward, Lal Khan Bazaar"
2000 Sq Ft Apartment Is Ready For Sale At Halishahar Housing Estate,3,3,3,vacant,2000,chattogram,11000000.00,"26 No. North Halishahar Ward, Halishahar"
Envision Your Living Opportunity In This Apartment Of 2200 Sq Ft With Numerous Notions Of Contemporary Interior,3,3,5,vacant,2200,chattogram,12100000.00,"26 No. North Halishahar Ward, Halishahar"
View This 2200 Sq Ft Apartment Available For Sale At Halishahar With 3 Beds,3,3,4,vacant,2200,chattogram,12100000.00,"26 No. North Halishahar Ward, Halishahar"
2000 Sq Ft Flat Is Ready To Sale At Halishahar Housing Estate,3,3,4,vacant,2000,chattogram,11000000.00,"26 No. North Halishahar Ward, Halishahar"
2000 Sq Ft Apartment Is Available For Sale At Halishahar,3,3,1,vacant,2000,chattogram,11000000.00,"26 No. North Halishahar Ward, Halishahar"
A Finely Built 1428 Sq Ft Flat Is Up For Sale In Halishahar,3,3,5,vacant,1428,chattogram,4998000.00,"Sabujbag, Halishahar"
Flat for Sale in Madarbari close to West Madarbari City Corporation Girls&#039; High School,2,2,3,vacant,990,chattogram,3960000.00,"1 No. Goli, 29 No. West Madarbari Ward"
Visit This Apartment For Sale In Bakalia Near Haji Eqbal Jame Masjid,3,3,9,vacant,1170,chattogram,4600000.00,"17 No West Bakalia Ward, Bakalia"
115 Sq Ft Commercial Shop Is Up For Sale In Patharghata,,,,vacant,115,chattogram,2000000.00,"Patharghata, Kotwali"
"See This 950 Sq Ft Apartment For Sale Is All Set For You In 12 No. Sarai Para Ward, Double Mooring",2,2,5,vacant,950,chattogram,3400000.00,"12 No. Sarai Para Ward, Double Mooring"
Buy This Beneficial Shop Area Of 150 Sq Ft In 9 No. North Pahartali Ward,,,4,vacant,150,chattogram,3000000.00,"Dhaka Trunk Road, 9 No. North Pahartali Ward"
Buy This Opportunistic Shop Area Of 115 Sq Ft In 9 No. North Pahartali Ward,,,5,vacant,115,chattogram,4025000.00,"Dhaka Trunk Road, 9 No. North Pahartali Ward"
"For Your Well-done Business A Shop Of 156 Sq Ft Is Ready For Sale In Dhaka Trunk Road, 9 No. North Pahartali Ward",,,4,vacant,156,chattogram,3120000.00,"Dhaka Trunk Road, 9 No. North Pahartali Ward"
"105 Square Feet Commercial Shop For Sale At Dhaka Trunk Road, 9 No. North Pahartali Ward",,,5,vacant,105,chattogram,3675000.00,"Dhaka Trunk Road, 9 No. North Pahartali Ward"
Buy This 110 Sq Ft Property As Your Shop Located At 9 No. North Pahartali Ward,,,5,vacant,110,chattogram,3850000.00,"Dhaka Trunk Road, 9 No. North Pahartali Ward"
South Khulsi Is Offering A 3699 Sq Ft Flat For Sale To Pick It For Your Next Home.,4,4,9,vacant,3699,chattogram,33000000.00,"South Khulshi, Khulshi"
900 Sq Ft Flat With 2 Bedrooms Is For sale At Bayazid,2,2,7,vacant,900,chattogram,5000000.00,"Bangladesh Co-operative Housing Society, Bayazid"
"Buy This 1800 Sq Ft Flat In Panchlaish, Sugandha Residential Area",3,3,6,vacant,1800,chattogram,15824000.00,"Sugandha Residential Area, Panchlaish"
Deal With This 1760 Sq Ft Ready Apartment Up For Sale In Muradpur,3,4,3,vacant,1760,chattogram,13120000.00,"Nasirabad Housing Society, Muradpur"
Modest Apartment For Property Seekers | 1426 Sq Ft Flat Is For Sale In Halishahar Housing Estate -Block H.,3,3,8,vacant,1426,chattogram,7130000.00,"26 No. North Halishahar Ward, Halishahar"
"A 14528 Sq Ft Commercial Space Is Available For Sale Which Is Located In 28 No. Pathantooly Ward, Double Mooring",,,3,vacant,14528,chattogram,363200000.00,"28 No. Pathantooly Ward, Double Mooring"
Close To Al-Haj Yakub Ali Girls High School &amp; College A 1550 Square Feet Residential Apartment For Sale,3,3,3,vacant,1550,chattogram,7750000.00,"25 No. Rampur Ward, Double Mooring"
9 No. North Pahartali Ward Is Offering You A 115 Sq Ft Commercial Shop Ready For Sale,,,1,vacant,115,chattogram,4025000.00,"Dhaka Trunk Road, 9 No. North Pahartali Ward"
125 Sq Ft Shop For Sale At 9 No. North Pahartali Ward.,,,1,vacant,125,chattogram,4375000.00,"Dhaka Trunk Road, 9 No. North Pahartali Ward"
"125 Sq Ft Commercial Shop For Sale At 9 No. North Pahartali Ward, With Efficient Commercial Amenities",,,,vacant,125,chattogram,3750000.00,"Dhaka Trunk Road, 9 No. North Pahartali Ward"
112 Sq Ft Shop Is Up For Sale In 9 No. North Pahartali Ward,,,,vacant,112,chattogram,3920000.00,"Dhaka Trunk Road, 9 No. North Pahartali Ward"
"125 Sq Ft Shop For Sale In An Affordable Price, Right In 9 No. North Pahartali Ward",,,,vacant,125,chattogram,3750000.00,"Dhaka Trunk Road, 9 No. North Pahartali Ward"
"Buy This 115 Sq Ft Shop In 9 No. North Pahartali Ward, To Invest In Your Shop Business",,,,vacant,115,chattogram,4025000.00,"Dhaka Trunk Road, 9 No. North Pahartali Ward"
102 Sq Ft Shop For Sale In A Booming Location Of 9 No. North Pahartali Ward,,,,vacant,102,chattogram,3570000.00,"Dhaka Trunk Road, 9 No. North Pahartali Ward"
Delightful Commercial Shop Is Up For Sale In 9 No. North Pahartali Ward,,,,vacant,110,chattogram,3800000.00,"Dhaka Trunk Road, 9 No. North Pahartali Ward"
1200 Sq Ft Flat For Sale In 9 No. North Pahartali Ward,3,3,4,vacant,1200,chattogram,5200000.00,"Akbarshah Railway Colony, 9 No. North Pahartali Ward"
See This 1200 Sq Ft Apartment For Sale Is All Set For You In 33 No. Firingee Bazaar Ward,3,3,2,vacant,1200,chattogram,6000000.00,"Yakub Nagar Road, 33 No. Firingee Bazaar Ward"
"We Are Happy To Presents This 129 Sq Ft Fitted Shop Located In Kazirhat, Mohara For Sale",,,,vacant,129,chattogram,3225000.00,"Mohara, 4 No Chandgaon Ward"
"150 Sq Ft Tasteful Shop Area For Sale In 9 No. North Pahartali Ward, Dhaka Trunk Road",,,4,vacant,150,chattogram,3000000.00,"Dhaka Trunk Road, 9 No. North Pahartali Ward"
150 Sq Ft Shop For Sale In 9 No. North Pahartali Ward,,,4,vacant,150,chattogram,3000000.00,"Dhaka Trunk Road, 9 No. North Pahartali Ward"
125 Sq Ft Shop For Sale In 9 No. North Pahartali Ward,,,3,vacant,125,chattogram,4375000.00,"Dhaka Trunk Road, 9 No. North Pahartali Ward"
110 Sq Feet Shop Area Is Up For Sale In 9 No. North Pahartali Ward,,,3,vacant,110,chattogram,3850000.00,"Dhaka Trunk Road, 9 No. North Pahartali Ward"
"3 Bedroom Residential Apartment Is Up For Sale In 25 No. Rampur Ward, Double Mooring",3,3,1,vacant,1550,chattogram,7750000.00,"25 No. Rampur Ward, Double Mooring"
Buy This 120 Sq Ft Shop In 9 No. North Pahartali Ward,,,3,vacant,120,chattogram,4200000.00,"Dhaka Trunk Road, 9 No. North Pahartali Ward"
110 Square Feet Commercial Shop For Sale At 9 No. North Pahartali Ward,,,3,vacant,110,chattogram,3850000.00,"Dhaka Trunk Road, 9 No. North Pahartali Ward"
This 120 Sq Ft Shop Space For Sale Is Assuring You A Great Business Environment Right In 9 No. North Pahartali Ward,,,3,vacant,120,chattogram,4200000.00,"Dhaka Trunk Road, 9 No. North Pahartali Ward"
9 No. North Pahartali Ward Is Highlighting A 110 Square Feet Standard Shop Space For Sale,,,2,vacant,110,chattogram,3850000.00,"Dhaka Trunk Road, 9 No. North Pahartali Ward"
This Shop Space Of 115 Sq Ft Is Lucrative Enough For Your Next Business Venture In 9 No. North Pahartali Ward,,,2,vacant,115,chattogram,4025000.00,"Dhaka Trunk Road, 9 No. North Pahartali Ward"
See This 1428 Sq Ft Apartment For Sale Is All Set For You In Sabujbag,3,3,5,vacant,1428,chattogram,4998000.00,"Sabujbag, Halishahar"
Get Comfortable In A Nice Flat For Sale In North Pahartali Nearby Masjid E Quba,3,3,4,vacant,1400,chattogram,7800000.00,"Rose Valley Residential Area, 9 No. North Pahartali Ward"
A 1500 Sq.Ft -3 Bedroom Residential Apartment For Sale At 24 No. North Agrabad Ward,3,2,5,vacant,1500,chattogram,6000000.00,"24 No. North Agrabad Ward, Double Mooring"
In The Beautiful Neighborhood In Agrabad Housing Residential Area A 1135 Square Feet Flat Is Up For Sale .,3,3,3,vacant,1135,chattogram,3800000.00,"24 No. North Agrabad Ward, Double Mooring"
3 Bedroom And 3 Bathroom Apartment For Sale In South Agrabad.,3,3,2,vacant,1300,chattogram,7150000.00,"South Agrabad, Double Mooring"
Ready 1550 Sq Ft Flat Is Now For Sale In Double Mooring,3,3,2,vacant,1550,chattogram,9335000.00,"South Agrabad, Double Mooring"
A 1550 Square Feet Apartment For Sale Is All Set For You In South Agrabad .,3,3,1,vacant,1550,chattogram,9335000.00,"South Agrabad, Double Mooring"
Flat For Sale At 24 No. North Agrabad Ward Near Hamidia Jame Masjid,3,5,1,vacant,2000,chattogram,6000000.00,"24 No. North Agrabad Ward, Double Mooring"
An Apartment Which Is Up For Sale At Chandgaon Near To Shabanghata Jame Moshzid,3,3,9,vacant,1536,chattogram,5683200.00,"Bahaddarhat, 4 No Chandgaon Ward"
1550 SFT Apartment For Sale In Chandgaon Residential Area,3,3,9,vacant,1550,chattogram,6500000.00,"Chandgaon Residential Area, 4 No Chandgaon Ward"
1012 Sq Ft Flat Is Available For Sale In 11 No. South Kattali Ward,3,3,3,vacant,1012,chattogram,4400000.00,"Port Connecting Road, 11 No. South Kattali Ward"
"At Sholokbahar, A 1200 Sq Ft Well Fitted Residential Property Is For Sale Next To Doctors Hospital.",3,3,1,vacant,1200,chattogram,6000000.00,"Abdul Hamid Road, Sholokbahar"
1994 Sq Ft Ready Apartment To Sale In Panchlaish,3,4,1,vacant,1994,chattogram,15000000.00,"Sugandha Residential Area, Panchlaish"
An Apartment Of 1610 Sq.ft Is Up To Sale In Nasirabad Housing Society.,3,4,2,vacant,1610,chattogram,10500000.00,"Nasirabad Housing Society, Muradpur"
"Buy This 1720 Sq Ft Ready Apartment In Sholokbahar, Abdul Hamid Road",3,3,1,vacant,1720,chattogram,7880000.00,"Abdul Hamid Road, Sholokbahar"
"A 1524 Sq Ft Apartment Is Ready For Sale In Jalalabad Housing Society, West Khulshi.",3,3,4,vacant,1524,chattogram,9500000.00,"West Khulshi, 9 No. North Pahartali Ward"
1700 Sq Ft Flat For Sale At 7 No. West Sholoshohor Ward,4,4,7,vacant,1700,chattogram,9500000.00,"Tayab Bag R/A, 7 No. West Sholoshohor Ward"
"Lovely Apartment Of 2150 Sq Ft Is Up For Sale In Zakir Hossain Road, Khulshi",3,4,5,vacant,2150,chattogram,13000000.00,"Zakir Hossain Road, Khulshi"
1450 Sq Ft Apartment Is Ready For Sale At 18 No. East Bakalia Ward,3,3,7,vacant,1450,chattogram,6500000.00,"18 No. East Bakalia Ward, Bakalia"
"Buy This 2775 Sq Ft Flat In Muradpur, Nasirabad Housing Society",4,4,9,vacant,2775,chattogram,21645000.00,"Nasirabad Housing Society, Muradpur"
"1650 Sq Ft Ready Comfortable Flat Is For Sale At Uttara Housing Society, Bayazid",3,3,3,vacant,1650,chattogram,6600000.00,"Oxygen, Bayazid"
"Grab This Lovely Flat Of 1500 Sq Ft Is Up For Sale In Bakalia, Chattogram",3,3,5,vacant,1500,chattogram,8250000.00,"Dewan Bazar, Bakalia"
1400 Sq Ft Ready Apartment To Sale In Bakalia,3,3,5,vacant,1400,chattogram,7700000.00,"Dewan Bazar, Bakalia"
874 Sq Ft Apartment Space Is Available For Sale At 17 No West Bakalia Ward,2,2,6,vacant,874,chattogram,4800000.00,"17 No West Bakalia Ward, Bakalia"
Grab This 3 Bedroom Apartment Up For Sale At Muradpur Beside Doctors Hospital .,3,3,10,vacant,1450,chattogram,9000000.00,"Mirzapul Road, Muradpur"
Verify This 1520 Sq Ft Apartment For Sale At East Nasirabad,3,3,7,vacant,1520,chattogram,10000000.00,"Al-Falah Housing Society, East Nasirabad"
This 1520 Sq Ft Apartment Is Up For Sale At East Nasirabad,3,3,1,vacant,1520,chattogram,10000000.00,"Al-Falah Housing Society, East Nasirabad"
Buy This 1425 Sq Ft Ready Apartment In 22 No. Enayet Bazaar Ward,3,3,6,vacant,1425,chattogram,8550000.00,"Jubilee Road, 22 No. Enayet Bazaar Ward"
A Nice Flat With Three Bedroom Is Up For Sale In Nasirabad Housing Society,3,4,1,vacant,1900,chattogram,14250000.00,"Nasirabad Housing Society, Muradpur"
1200 Sq Ft Residential Apartment Is On Sale In Bayazid.,3,3,7,vacant,1200,chattogram,5000000.00,"Raufabad Residential Area, Bayazid"
Well Organized Flat Of 864 Sq Ft Is Now Ready For Sale In 17 No. West Bakalia Ward,2,2,5,vacant,864,chattogram,4800000.00,"17 No West Bakalia Ward, Bakalia"
Get Ready To Buy This 874 Sq Ft Apartment Located In 17 No. West Bakalia Ward,2,2,5,vacant,874,chattogram,4800000.00,"17 No West Bakalia Ward, Bakalia"
Well Built And Lovely Flat Of 1760 Sq Ft Is Available For Sale At Panchlaish Residential Area,3,3,10,vacant,1760,chattogram,14000000.00,"Panchlaish Residential Area, 16 No. Chawk Bazaar Ward"
At 16 No. Chawk Bazaar Ward 1607 Sq Ft Splendid Flat For Sale,3,3,7,vacant,1607,chattogram,13000000.00,"Chawk Bazar, 16 No. Chawk Bazaar Ward"
Get Comfortable In A Nice Flat For Sale In Chandgaon R/a Nearby Arabian International Madrasah,3,3,4,vacant,1650,chattogram,9075000.00,"Chandgaon Residential Area, 4 No Chandgaon Ward"
A 1150 Sq. Ft Apartment Which Is Up For Sale At Sholokbahar Near Dutch Bangla Bank Ltd.,2,2,1,vacant,1150,chattogram,5800000.00,"Abdul Latif Road, Sholokbahar"
Residential Plot Is Available For Sale In North Patenga Nearby Patenga Sea Beach,,,,vacant,2520,chattogram,7500000.00,"40 No. North Patenga Ward, Patenga"
1360 Square Feet Flat For Sale In 7 No. West Sholoshohor Ward,3,3,6,vacant,1360,chattogram,8000000.00,"Mohammadpur, 7 No. West Sholoshohor Ward"
An Adequate And Cozy 1500 Sq. Ft Flat Is Ready For Sale At 15 No. Bagmoniram Ward.,3,3,10,vacant,1500,chattogram,10000000.00,"Chatteshwari Road, 15 No. Bagmoniram Ward"
Well-constructed 1400 Sq. Ft Flat Is Ready For Sale At Lake Valley R/A .,3,3,1,vacant,1400,chattogram,9200000.00,"Lake Valley R/A, 9 No. North Pahartali Ward"
